"","rating_id","candidate_id","sig_id","rating","rating_name","timespan","rating_text","category_id_1","category_name_1","category_id_2","category_name_2","category_id_3","category_name_3","category_id_4","category_name_4","category_id_5","category_name_5"
"55","13044","28253","959","100","Lifetime Positions","2020","Representative Raul Grijalva supported the interests of the Alliance for Retired Americans 100 percent in 2020.","83","Entitlements and the Safety Net",NA,NA,NA,NA,NA,NA,NA,NA
"56","13068","28253","1016","100","Positions","2020","Representative Raul Grijalva supported the interests of the NARAL Pro-Choice America 100 percent in 2020.","2","Abortion","44","Judicial Branch",NA,NA,NA,NA,NA,NA
"57","13069","28253","265",NA,"Positions","2020","Representative Raul Grijalva supported the interests of the Population Connection Action Fund percent in 2020.","2","Abortion",NA,NA,NA,NA,NA,NA,NA,NA
"58","13075","28253","978","90","Positions","2020","Representative Raul Grijalva supported the interests of the Americans for Democratic Action (ADA) 90 percent in 2020.","13","Civil Liberties and Civil Rights","89","Foreign Aid","38","Health and Health Care","45","Liberal",NA,NA
"59","13079","28253","1481","0","Positions","2020","Representative Raul Grijalva supported the interests of the American Conservative Union (ACU) 0 percent in 2020.","17","Conservative",NA,NA,NA,NA,NA,NA,NA,NA
"60","11663","28253","1086","0","Positions [March 15, 2020]","2019-2020","Representative Raul Grijalva supported the interests of the Campaign for Working Families 0 percent in 2019-2020.","2","Abortion","17","Conservative","82","Economy and Fiscal","31","Family","109","Socially Conservative"
"61","11854","28253","1144","100","Positions","2019-2020","Representative Raul Grijalva supported the interests of the Children's Defense Fund 100 percent in 2019-2020.","83","Entitlements and the Safety Net","80","Minors and Children","67","Unemployed and Low-Income",NA,NA,NA,NA
"62","12298","28253","1985","0","Positions [2020-10-12]","2019-2020","Representative Raul Grijalva supported the interests of the NumbersUSA 0 percent in 2019-2020.","40","Immigration",NA,NA,NA,NA,NA,NA,NA,NA
"63","12331","28253","83","100","Positions","2019-2020","Representative Raul Grijalva supported the interests of the Communications Workers of America 100 percent in 2019-2020.","3","Employment and Affirmative Action","41","Technology and Communication",NA,NA,NA,NA,NA,NA
"64","12332","28253","1378","83","Positions","2019-2020","Representative Raul Grijalva supported the interests of the American Civil Liberties Union (ACLU) 83 percent in 2019-2020.","13","Civil Liberties and Civil Rights",NA,NA,NA,NA,NA,NA,NA,NA
"65","12333","28253","252","0","Positions","2019-2020","Representative Raul Grijalva supported the interests of the National Right to Life Committee 0 percent in 2019-2020.","2","Abortion",NA,NA,NA,NA,NA,NA,NA,NA
"66","12335","28253","3092","100","Positions","2019-2020","Representative Raul Grijalva supported the interests of the Plastics Industry Association 100 percent in 2019-2020.","11","Business and Consumers",NA,NA,NA,NA,NA,NA,NA,NA
"67","12339","28253","1461","100","Lifetime Positions","2019-2020","Representative Raul Grijalva supported the interests of the Public Citizen 100 percent in 2019-2020.","63","Trade",NA,NA,NA,NA,NA,NA,NA,NA
"68","12341","28253","2806","0","Positions","2019-2020","Representative Raul Grijalva supported the interests of the Coalition of Franchisee Associations 0 percent in 2019-2020.","78","Business, Consumers, and Employees",NA,NA,NA,NA,NA,NA,NA,NA
"69","12343","28253","2526","0","Positions","2019-2020","Representative Raul Grijalva supported the interests of the American Energy Alliance 0 percent in 2019-2020.","29","Energy","30","Environment",NA,NA,NA,NA,NA,NA
"70","12365","28253","2654","50","Positions","2019-2020","Representative Raul Grijalva supported the interests of the American Bakers Association 50 percent in 2019-2020.","4","Agriculture and Food","88","Food Processing and Sales",NA,NA,NA,NA,NA,NA
"71","12368","28253","922","100","Positions","2019-2020","Representative Raul Grijalva supported the interests of the National Parks Conservation Association 100 percent in 2019-2020.","5","Animals and Wildlife","30","Environment","103","Natural Resources",NA,NA,NA,NA
"72","12421","28253","1938","100","Positions","2019-2020","Representative Raul Grijalva supported the interests of the Clean Water Action 100 percent in 2019-2020.","29","Energy","30","Environment",NA,NA,NA,NA,NA,NA
"73","12423","28253","169","100","Positions","2019-2020","Representative Raul Grijalva supported the interests of the Leadership Conference on Civil and Human Rights 100 percent in 2019-2020.","20","Criminal Justice","82","Economy and Fiscal","27","Education","3","Employment and Affirmative Action","38","Health and Health Care"
"74","12424","28253","164","100","Positions","2019-2020","Representative Raul Grijalva supported the interests of the American Association of University Women 100 percent in 2019-2020.","13","Civil Liberties and Civil Rights","82","Economy and Fiscal","27","Education",NA,NA,NA,NA
"75","12425","28253","503","80","Positions","2019-2020","Representative Raul Grijalva supported the interests of the Associated General Contractors of America 80 percent in 2019-2020.","11","Business and Consumers",NA,NA,NA,NA,NA,NA,NA,NA
"76","12426","28253","503","37","Lifetime Positions","2019-2020","Representative Raul Grijalva supported the interests of the Associated General Contractors of America 37 percent in 2019-2020.","11","Business and Consumers",NA,NA,NA,NA,NA,NA,NA,NA
"77","12427","28253","2678","95","Positions","2019-2020","Representative Raul Grijalva supported the interests of the Center for Freethought Equality 95 percent in 2019-2020.","13","Civil Liberties and Civil Rights","107","Religion",NA,NA,NA,NA,NA,NA
"78","12428","28253","1855","100","Positions","2019-2020","Representative Raul Grijalva supported the interests of the The Public Affairs Alliance of Iranian Americans 100 percent in 2019-2020.","40","Immigration",NA,NA,NA,NA,NA,NA,NA,NA
"79","12457","28253","3103","100","Positions","2019-2020","Representative Raul Grijalva supported the interests of the Animal Wellness Action 100 percent in 2019-2020.","5","Animals and Wildlife",NA,NA,NA,NA,NA,NA,NA,NA
"80","12484","28253","2859","83","Positions","2019-2020","Representative Raul Grijalva supported the interests of the Center For Biological Diversity Action Fund 83 percent in 2019-2020.","30","Environment",NA,NA,NA,NA,NA,NA,NA,NA
"81","12485","28253","2859","90","Lifetime Positions","2019-2020","Representative Raul Grijalva supported the interests of the Center For Biological Diversity Action Fund 90 percent in 2019-2020.","30","Environment",NA,NA,NA,NA,NA,NA,NA,NA
"82","12500","28253","834","14","Positions","2019-2020","Representative Raul Grijalva supported the interests of the Associated Builders & Contractors (ABC) 14 percent in 2019-2020.","11","Business and Consumers",NA,NA,NA,NA,NA,NA,NA,NA
"83","12507","28253","990","80","Positions","2019-2020","Representative Raul Grijalva supported the interests of the Washington Report on Middle East Affairs (WRMEA) 80 percent in 2019-2020.","32","Foreign Affairs",NA,NA,NA,NA,NA,NA,NA,NA
"84","12508","28253","1627","32","Positions","2019-2020","Representative Raul Grijalva supported the interests of the The John Birch Society 32 percent in 2019-2020.","17","Conservative","107","Religion","109","Socially Conservative",NA,NA,NA,NA
"85","12509","28253","447","86","Positions","2019-2020","Representative Raul Grijalva supported the interests of the National Active and Retired Federal Employees Association 86 percent in 2019-2020.","10","Budget, Spending and Taxes","82","Economy and Fiscal","3","Employment and Affirmative Action",NA,NA,NA,NA
"86","12510","28253","447","91","Lifetime Positions","2019-2020","Representative Raul Grijalva supported the interests of the National Active and Retired Federal Employees Association 91 percent in 2019-2020.","3","Employment and Affirmative Action","53","Senior Citizens",NA,NA,NA,NA,NA,NA
"87","12512","28253","230","100","Positions","2019-2020","Representative Raul Grijalva supported the interests of the National Electrical Contractors Association 100 percent in 2019-2020.","11","Business and Consumers","41","Technology and Communication",NA,NA,NA,NA,NA,NA
"88","12514","28253","2061","0","Positions","2019-2020","Representative Raul Grijalva supported the interests of the Heritage Action for America 0 percent in 2019-2020.","2","Abortion","10","Budget, Spending and Taxes","17","Conservative","86","Fiscally Conservative","37","Guns"
"89","12515","28253","1574","76","Positions","2019-2020","Representative Raul Grijalva supported the interests of the Animal Welfare Institute 76 percent in 2019-2020.","5","Animals and Wildlife",NA,NA,NA,NA,NA,NA,NA,NA
"90","12516","28253","471","40","Positions","2019-2020","Representative Raul Grijalva supported the interests of the National Retail Federation (NRF) 40 percent in 2019-2020.","78","Business, Consumers, and Employees","38","Health and Health Care","111","Taxes",NA,NA,NA,NA
"91","12607","28253","2167","99","Lifetime Positions (All Votes)","2019-2020","Representative Raul Grijalva supported the interests of the Progressive Punch 99 percent in 2019-2020.","87","Fiscally Liberal","110","Socially Liberal",NA,NA,NA,NA,NA,NA
"92","12608","28253","2167","96","Lifetime Positions (Crucial Votes)","2019-2020","Representative Raul Grijalva supported the interests of the Progressive Punch 96 percent in 2019-2020.","87","Fiscally Liberal","110","Socially Liberal",NA,NA,NA,NA,NA,NA
"93","12610","28253","2167","98","Positions (All Votes)","2019-2020","Representative Raul Grijalva supported the interests of the Progressive Punch 98 percent in 2019-2020.","87","Fiscally Liberal","110","Socially Liberal",NA,NA,NA,NA,NA,NA
"94","12611","28253","2167","95","Positions (Crucial Votes)","2019-2020","Representative Raul Grijalva supported the interests of the Progressive Punch 95 percent in 2019-2020.","87","Fiscally Liberal","110","Socially Liberal",NA,NA,NA,NA,NA,NA
"95","12612","28253","504","0","Positions","2019-2020","Representative Raul Grijalva supported the interests of the National Association of Manufacturers 0 percent in 2019-2020.","11","Business and Consumers",NA,NA,NA,NA,NA,NA,NA,NA
"96","12626","28253","1015","100","Positions","2019-2020","Representative Raul Grijalva supported the interests of the National Education Association 100 percent in 2019-2020.","27","Education","93","Higher Education","98",NA,NA,NA,NA,NA
"97","12626","28253","1015","100","Positions","2019-2020","Representative Raul Grijalva supported the interests of the National Education Association 100 percent in 2019-2020.","27","Education","93","Higher Education","K-12 Education",NA,NA,NA,NA,NA
"98","12659","28253","1256","100","Positions","2019-2020","Representative Raul Grijalva supported the interests of the Human Rights Campaign 100 percent in 2019-2020.","13","Civil Liberties and Civil Rights","76","Sexual Orientation and Gender Identity",NA,NA,NA,NA,NA,NA
"99","12664","28253","1012","98","Positions","2019-2020","Representative Raul Grijalva supported the interests of the League of Conservation Voters 98 percent in 2019-2020.","30","Environment","103","Natural Resources",NA,NA,NA,NA,NA,NA
"100","12665","28253","1946","0","Positions","2019-2020","Representative Raul Grijalva supported the interests of the Susan B. Anthony List 0 percent in 2019-2020.","2","Abortion",NA,NA,NA,NA,NA,NA,NA,NA
"101","12666","28253","2407","86","Positions","2019-2020","Representative Raul Grijalva supported the interests of the National Association of Police Organizations 86 percent in 2019-2020.","20","Criminal Justice","97","Infrastructure","61","National Security",NA,NA,NA,NA
"102","12709","28253","935","87","Positions","2019-2020","Representative Raul Grijalva supported the interests of the Common Cause 87 percent in 2019-2020.","13","Civil Liberties and Civil Rights","12","Elections","36","Government Operations",NA,NA,NA,NA
"103","12750","28253","933","33","Positions","2019-2020","Representative Raul Grijalva supported the interests of the National Federation of Independent Business (NFIB) 33 percent in 2019-2020.","11","Business and Consumers","82","Economy and Fiscal",NA,NA,NA,NA,NA,NA
"104","12755","28253","2567","40","International Religious Freedom Congressional Scorecard","2019-2020","Representative Raul Grijalva supported the interests of the 21Wilberforce 40 percent in 2019-2020.","13","Civil Liberties and Civil Rights","107","Religion",NA,NA,NA,NA,NA,NA
"105","12760","28253","310","9","Positions","2019-2020","Representative Raul Grijalva supported the interests of the Americans for Prosperity 9 percent in 2019-2020.","10","Budget, Spending and Taxes","82","Economy and Fiscal","86","Fiscally Conservative",NA,NA,NA,NA
"106","12761","28253","310","8","Lifetime Positions","2019-2020","Representative Raul Grijalva supported the interests of the Americans for Prosperity 8 percent in 2019-2020.","10","Budget, Spending and Taxes","82","Economy and Fiscal","86","Fiscally Conservative",NA,NA,NA,NA
"107","12763","28253","2566","18","Positions","2019-2020","Representative Raul Grijalva supported the interests of the The Lugar Center 18 percent in 2019-2020.","36","Government Operations","16","Legislative Branch",NA,NA,NA,NA,NA,NA
"108","12767","28253","271","100","Positions","2019-2020","Representative Raul Grijalva supported the interests of the National Committee to Preserve Social Security and Medicare 100 percent in 2019-2020.","83","Entitlements and the Safety Net","38","Health and Health Care","91","Health Insurance","53","Senior Citizens",NA,NA
"109","12960","28253","2809","19","Positions","2019-2020","Representative Raul Grijalva supported the interests of the National Association of Wholesale Distributors 19 percent in 2019-2020.","11","Business and Consumers","88","Food Processing and Sales",NA,NA,NA,NA,NA,NA
"110","13047","28253","2074","78","Positions","2019-2020","Representative Raul Grijalva supported the interests of the American Council of Engineering Companies 78 percent in 2019-2020.","3","Employment and Affirmative Action","90","Government Budget and Spending","97","Infrastructure",NA,NA,NA,NA
"111","13074","28253","2864","0","Positions","2019-2020","Representative Raul Grijalva supported the interests of the Eating Disorders Coalition 0 percent in 2019-2020.","38","Health and Health Care",NA,NA,NA,NA,NA,NA,NA,NA
"112","13097","28253","2439","0","Positions","2019-2020","Representative Raul Grijalva supported the interests of the Independent Petroleum Association of America 0 percent in 2019-2020.","104","Oil and Gas",NA,NA,NA,NA,NA,NA,NA,NA
"113","10957","28253","2412","27","Lifetime Positions","2019","Representative Raul Grijalva supported the interests of the Conservative Review 27 percent in 2019.","17","Conservative",NA,NA,NA,NA,NA,NA,NA,NA
"114","11097","28253","2880","100","Congressional Scorecard","2019","Representative Raul Grijalva supported the interests of the Battle For The Net 100 percent in 2019.","41","Technology and Communication",NA,NA,NA,NA,NA,NA,NA,NA
"115","11122","28253","599","100","Positions","2019","Representative Raul Grijalva supported the interests of the NORML (National Organization for the Reform of Marijuana Laws) 100 percent in 2019.","101","Marijuana",NA,NA,NA,NA,NA,NA,NA,NA
"116","11265","28253","1578","100","Lifetime Positions [09-23-2019]","2019","Representative Raul Grijalva supported the interests of the Planned Parenthood Action Fund 100 percent in 2019.","2","Abortion","38","Health and Health Care","75","Reproduction",NA,NA,NA,NA
"117","11285","28253","252","0","Positions","2019","Representative Raul Grijalva supported the interests of the National Right to Life Committee 0 percent in 2019.","2","Abortion",NA,NA,NA,NA,NA,NA,NA,NA
"118","11416","28253","2863","83","Positions","2019","Representative Raul Grijalva supported the interests of the National Cannabis Industry Association 83 percent on social issues in 2019 .","101","Marijuana",NA,NA,NA,NA,NA,NA,NA,NA
"119","11427","28253","265","100","Positions","2019","Representative Raul Grijalva supported the interests of the Population Connection Action Fund 100 percent in 2019.","31","Family","75","Reproduction",NA,NA,NA,NA,NA,NA
"120","11439","28253","83","100","Positions","2019","Representative Raul Grijalva supported the interests of the Communications Workers of America 100 percent in 2019.","43","Labor Unions",NA,NA,NA,NA,NA,NA,NA,NA
"121","11447","28253","310","9","Positions","2019","Representative Raul Grijalva supported the interests of the Americans for Prosperity 9 percent in 2019.","17","Conservative","86","Fiscally Conservative",NA,NA,NA,NA,NA,NA
"122","11448","28253","310","8","Lifetime Positions","2019","Representative Raul Grijalva supported the interests of the Americans for Prosperity 8 percent in 2019.","17","Conservative","86","Fiscally Conservative",NA,NA,NA,NA,NA,NA
"123","11462","28253","674","100","Positions","2019","Representative Raul Grijalva supported the interests of the Humane Society Legislative Fund 100 percent in 2019.","5","Animals and Wildlife",NA,NA,NA,NA,NA,NA,NA,NA
"124","11668","28253","959","100","Lifetime Scores","2019","Representative Raul Grijalva supported the interests of the Alliance for Retired Americans 100 percent in 2019.","83","Entitlements and the Safety Net","53","Senior Citizens",NA,NA,NA,NA,NA,NA
"125","11669","28253","959","100","Positions","2019","Representative Raul Grijalva supported the interests of the Alliance for Retired Americans 100 percent in 2019.","83","Entitlements and the Safety Net","53","Senior Citizens",NA,NA,NA,NA,NA,NA
"126","11673","28253","1343","100","Positions","2019","Representative Raul Grijalva supported the interests of the Federally Employed Women 100 percent in 2019.","3","Employment and Affirmative Action","68","Women",NA,NA,NA,NA,NA,NA
"127","11674","28253","2407","100","Positions","2019","Representative Raul Grijalva supported the interests of the National Association of Police Organizations 100 percent in 2019.","20","Criminal Justice","97","Infrastructure","61","National Security",NA,NA,NA,NA
"128","11675","28253","1084","100","Positions (U.S. House)","2019","Representative Raul Grijalva supported the interests of the NETWORK, A National Catholic Social Justice Lobby 100 percent in 2019.","13","Civil Liberties and Civil Rights","82","Economy and Fiscal","107","Religion",NA,NA,NA,NA
"129","11683","28253","1598","90","Positions","2019","Representative Raul Grijalva supported the interests of the American Federation of Government Employees 90 percent in 2019.","43","Labor Unions",NA,NA,NA,NA,NA,NA,NA,NA
"130","11684","28253","1012","97","Positions","2019","Representative Raul Grijalva supported the interests of the League of Conservation Voters 97 percent in 2019.","30","Environment","103","Natural Resources",NA,NA,NA,NA,NA,NA
"131","11685","28253","1012","96","Lifetime Positions","2019","Representative Raul Grijalva supported the interests of the League of Conservation Voters 96 percent in 2019.","30","Environment","103","Natural Resources",NA,NA,NA,NA,NA,NA
"132","11751","28253","1016","100","Positions","2019","Representative Raul Grijalva supported the interests of the NARAL Pro-Choice America 100 percent in 2019.","2","Abortion",NA,NA,NA,NA,NA,NA,NA,NA
"133","11867","28253","1161","95","Positions","2019","Representative Raul Grijalva supported the interests of the American Federation of Labor and Congress of Industrial Organizations (AFL-CIO) 95 percent in 2019.","43","Labor Unions",NA,NA,NA,NA,NA,NA,NA,NA
